,artist,biography,listeners,playcount
1130,Gokul Sharma,Read more on Last.fm,127,641
1131,Karhide,"Karhide, AKA Tim Waterfield, has been programming beats for as long as DJ Shadow – but where Josh Davis came from a background of hip hop culture and breakbeats, Tim’s electronic upbringing in the East Midlands was through the industrial-strength beats of Godflesh and Frontline Assembly. Cutting his teeth in the now-legendary ‘Big Black-but-one-louder’ Nottingham duo Ann Arbor, Tim has been refining and distilling a long lineage of electronica and guitar music for more than a decade Read more on Last.fm",1093,11619
1132,Roulette,"Roulette, at least more than one artist with this name.

1. Roulette is a four piece garage/punk/nu-jazz band from Bishop Auckland, UK.
2. Roulette is a five piece band from Sundsvall, Sweden.
3. Roulette is a pop band from Malang, East Java, Indonesia.
4. Roulette is a female rapper out of the Twin Cities in Minnesota.
5. Roulette is a female girl-group from the UK, releasing their debut single in 2011.
6. Roulette is a hard rock band from Detroit, Michigan, USA. Read more on Last.fm",6519,50675
1133,Seals and Crofts,"Seals and Crofts is a band made up of Jim Seals (born James Seals, October 17, 1941, Sidney, Texas) and Dash Crofts (born Darrell Crofts, August 14, 1940, Cisco, Texas). The soft rock duo was one of the most successful musical acts of the 1970s. They are best-known for their hits ""Summer Breeze"" and ""Diamond Girl"". Seals' younger brother, Dan Seals was also well known as one half of another successful soft rock band in the same time period, England Dan & John Ford Coley, as well as for his success as a country artist in the mid-1980s. Read more on Last.fm",306529,1924459
1134,Sonny Burgess,"There are two artists named Sonny Burgess:

1) Albert Austin ""Sonny"" Burgess (May 28, 1931 – August 18, 2017) was an American rockabilly guitarist and singer.

In the early 1950s, Burgess played boogie woogie music in dance halls and bars around Newport. Burgess, Kern Kennedy, Johnny Ray Hubbard, and Gerald Jackson formed a boogie-woogie band they called the Rocky Road Ramblers. In 1954, following a stint in the US Army (1951–53), Burgess re-formed the band Read more on Last.fm",48134,230466
1135,Teenage Gluesniffers,Read more on Last.fm,356,3200
1136,Ave,"More bands are named Ave.

1) From the Ave Myspace page @ http://www.myspace.com/avemusic i says that Ave is a slowly drowning classical ensemble, posthumously covered by a precious little indie-pop outfit, and then resurrected ninety years later by trip-hop band Portishead. Or if Sigur Ros wrote an album in a Manhattan storm while going through the final stages of drug rehabilitation for opium.

2) From the AvE Myspace page @ http://www.myspace.com/ave Read more on Last.fm",10520,79485
1137,Sandeep Chandel,Read more on Last.fm,94,509
1138,Chuck Berry,"Charles Edward Anderson ""Chuck"" Berry (October 18, 1926 – March 18, 2017) was an American songwriter, guitarist, and singer. He is one of the pioneers of rock and roll music.

Chuck Berry remains an influential figure and one of the pioneers of rock and roll music who first began performing in 1953.  Cub Koda wrote, ""Of all the early breakthrough rock & roll artists, none is more important to the development of the music than Chuck Berry. He is its greatest songwriter Read more on Last.fm",2311836,28191528
1139,Lulu Santos,"Lulu Santos, stage name of Luiz Maurício Pragana dos Santos (Rio de Janeiro, May 4, 1953) is a Brazilian singer and guitarist, considered one of the great names of Brazilian rock. His musical style is very broad, including Pop Rock, Dance-Pop and Funk. Read more on Last.fm",370326,6851672
1140,Frank Ifield,"Frank Ifield OAM (born Francis Edward Ifield in Coventry on 30 November 1937; died 18 May 2024) was a British-born Australian country music singer and guitarist remembered for often incorporating yodelling into his music and for his four number-one hits on the UK Singles Chart in the early 1960s with cover versions of ""I Remember You"", ""Lovesick Blues"", ""The Wayward Wind"" and ""Confessin' That I Love You"". In 2003, Ifield was inducted into the Australian Roll of Renown and inducted into the ARIA Hall of Fame at the ARIA Music Awards of 2007. Read more on Last.fm",54485,305360
1141,Maxter Warjri and The Band,Read more on Last.fm,14,83
1142,Henrique & Diego,Read more on Last.fm,155376,1908011
1143,Tamia,"There are at least two artists with the name Tamia.

1) Tamia Washington-Hill (born May 9, 1975 in Windsor, Ontario) is a Canadian R&B singer. She is noted for her spinto mezzo-soprano, a rangy three octaves, capable of both dark contralto depths and angelic soprano highs. Tamia has released numerous albums since her discovery by Quincy Jones in 1995, at the age of 19. Her first three albums, 1998's Tamia, 2000's A Nu Day, and 2004's More, all achieved moderate success on R&B charts and urban radio, but failed to achieve mainstream success.  Read more on Last.fm",692845,6244325
1144,Foghat,"Foghat is a rock band formed in London in 1971. The band is known for the use of electric slide guitar in its music. The band has achieved eight gold albums, one platinum and one double platinum album, and despite several line-up changes, continue to record and perform. The band initially featured Dave Peverett (""Lonesome Dave"") on guitar and vocals, Tony Stevens on bass and Roger Earl on drums, after all three musicians left Savoy Brown in 1971. Rod Price, on guitar/slide guitar, joined after he left Black Cat Bones in December 1970. Read more on Last.fm",659014,4505778
1145,Black Heat,"Black Heat was an American 1970s funk band, founded by King Raymond Green and discovered by jazz trumpet player Phillip Guilbeau. Their albums include Black Heat (with guest artist David ""Fathead"" Newman), No Time To Burn and Keep On Runnin'. The group had one hit single, ""No Time to Burn"", which reached #46 on the U.S. Billboard Black Singles chart. A CD re-issue of their first two albums was released by Label M in 2001 under the title, Declassified Grooves. Read more on Last.fm",44888,214308
1146,TWENTY88,"American hip hip duo TWENTY88, which consists of rapper Big Sean and singer Jhené Aiko.
 Read more on Last.fm",137405,1613610
1147,Davolee,Read more on Last.fm,817,8399
1148,Dayo,"Sofia, Bulgaria (2015 – present)

1) Born in the sweltering summer of 2015, DAYO is a four-piece instrumental band from Sofia, Bulgaria, consisting of Bojidar Vassilev - Trombobby, Evden Dimitrov, Vassil Voutev - Soulization and DJ Rawland. Through a symbiosis of beats, hip-hop, soul and jazz, the musicians aim to pay homage to their shared classic influences, while turning their gaze firmly towards the future.

The collective’s approach to music Read more on Last.fm",11936,73581
1149,Mitch Ryder and The Detroit Wheels,Read more on Last.fm,14554,56707
1150,Whit Dickey,"Whit Dickey is a free jazz drummer. He has recorded albums as a bandleader, or with David S. Ware, Matthew Shipp and others.

http://www.aumfidelity.com/dicky.html Read more on Last.fm",2789,11173
1151,The Joy Formidable,"The Joy Formidable is an indie rock band formed in 2007 in North Wales, United Kingdom, currently located in London, England. The group members are Ritzy Bryan (vocals, guitar), Rhydian Dafydd (bass, backing vocals), and Matt Thomas (drums). Their music has been described as ""primal epic grunge rock à la The Breeders, Arcade Fire and Yeah Yeah Yeahs"".

Vocalist/guitarist Ritzy Bryan and bassist Rhydian Dafydd originally played together as part of indie rock band Tricky Nixon, which later reformed into a new wave/post-punk band Sidecar Kisses. Read more on Last.fm",465163,8221986
1152,Kevni,Read more on Last.fm,1217,11625
1153,Fletcher Henderson,"Born James Fletcher Henderson December 18th, 1897, in Cuthbert, Georgia and died December 28th, 1952 due to a stroke. 

Fletcher Henderson was very important to early jazz as leader of the first great jazz big band, as an arranger and composer in the 1930s, and as a masterful talent scout. Between 1923-1939, quite an all-star cast of top young black jazz musicians passed through his orchestra, including trumpeters Louis Armstrong, Joe Smith, Tommy Ladnier Read more on Last.fm",119782,730239
1154,The Ravens,"There are two bands with the name 'The Ravens'

1) The Ravens were an R&B vocal group. They were formed in 1945 by Jimmy Ricks and Warren Suttles. They were structurally similar to The Ink Spots, especially in their combination of high tenor (Maithe Marshall) and deep bass (Ricks), but their material was more varied, including elements of pop, jazz, R&B, and gospel styles.

Although they had excellent lead tenors (Maithe Marshall, and later, Joe Van Loan), the Ravens primarily existed to showcase bass singer Jimmy ""Ricky"" Ricks. Read more on Last.fm",35185,134399
1155,Sugar Factory,"From Carlow, Co. Carlow, Rep of Ireland, 
Sugar Factory are:
Micheal Bolton : Violin & Vocals.
Eric Butler: Vocals, Guitar & Piano.
Gala Hutton: Vocals & Guitar.
(all members grew up part of the beet generation - you had to be there)

Launch of their 6 track EP ""PULP"", which will feature our 1st single 'Paragon' (Not all was taken from the Dali Lama) with a concert in the George Bernard Shaw Theatre Carlow, Rep. of ireland was on Saturday 20th February. Read more on Last.fm",361,1671
1156,Jake Bradford-Sharp,Read more on Last.fm,802,4657
1157,Nahawa Doumbia,"Nahawa Doumbia is one of the most popular singers from the Wassoulou region in South Mali. She speaks to the younger generation of West Africa through her lyrics about love, the position of women in Malian society, and the plight of the African refugees in France. Her voice soars to didadi, a lilting dance rhythm from her native Wassoulou region; added to the musical mix are the jazz and techno samples of French DJ Frédéric Galliano. Traditional instruments -bala Read more on Last.fm",40705,186818
1158,El DeBarge,"Born in Detroit, Michigan, Eldra Patrick DeBarge was born the fifth of eight brothers and sixth of ten DeBarge family members. In 1972, newly divorced from her abusive husband, El's mother Etterlene moved her children from Detroit to Grand Rapids, Michigan. Like his siblings, El participated in the local church choir and was labeled a child prodigy thanks to his skills as a vocalist and a keyboardist and years of private study with music educator Ricky Callier. Read more on Last.fm",67454,455282
1159,Lolita Garrido,"Lolita Garrido (Dolores Garrido Guardiola, Manises, Valencia, 24 March 1928 - 15 November 2018) was a Spanish bolero singer. Nicknamed ""The Bride of Swing"". 

The oldest type of bolero originated in Spain during the late 18th century as a form of ballroom music, which influenced art music composers around the world, most famously Maurice Ravel's Boléro, as well as a flamenco style known as boleras. Read more on Last.fm",1135,5283
1160,Gibonni,"Zlatan Stipišić Gibonni is a singer and composer from Split, Croatia.

Born in a family with strong musical tradition (his father, Ljubo Stipišić is well known composer), Zlatan Stipišić, who later embraced the nickname Gibonni, began his career in 1980s in a heavy metal band Osmi Putnik.

Gibonni switched to solo career in 1990s with songs that combined elements of rock, modern pop and Dalmatian folk songs. He soon created a huge following, especially among Croatian youth. Read more on Last.fm",26539,1026483
1161,Wizkid,"Ayodeji Ibrahim Balogun (born 16 July 1990), known professionally as Wizkid (sometimes stylized as WizKid), Wizzy, Big Wiz or Starboy, is a Nigerian singer and songwriter.[3] The recipient of received several international music award nominations and awards,[4] he began recording music at the age of 11 and managed to release a collaborative album with the Glorious Five, a group he and a couple of his church friends formed. Wizkid signed a record deal with Empire Mates Entertainment (E.M.E) in 2009. Read more on Last.fm",508012,11571381
1162,Alexny,Argentinian DJ/Producer. Nu Disco / Progressive Read more on Last.fm,2658,11140
1163,Little Eva,"Eva Narcissus Boyd (June 29, 1943 – April 10, 2003), known by the stage name of Little Eva, was an American pop singer.

Born in Belhaven, North Carolina, she moved to the Brighton Beach section of Brooklyn, New York, at a young age.  Although some sources claim that her stage name was inspired by a character from the novel Uncle Tom's Cabin, she stated in an interview that she was named after her aunt, which prompted her family to call her ""Little Eva. Read more on Last.fm",258765,1093695
1164,The Houdini's,"The Houdini's are multiple artists.

1. The Houdini's is a Dutch bebop band, which have released several albums since the early 90s.

2. The Houdini's is a recently formed punkrock band from Rotterdam, The Netherlands.
 Read more on Last.fm",1028,8616
1165,Sun Ra,"Sun Ra (1914 – 1993) was an innovative jazz composer, bandleader, piano and synthesiser player, who came to be known as much for his Cosmic Afro-futurist Philosophy as for his phenomenal musical compositions and performances.

He claimed that he was of the ""Angel Race"", not from Earth but from Saturn. Some of his most notable influences were African and African-American theatre, theosophy, and masonic Afro-futurism. His interest in these art forms Read more on Last.fm",486183,8399235
1166,Manoj Arya,Read more on Last.fm,261,1810
1167,Gabrielle Aplin,"Gabrielle Aplin (born 10 October 1992) is an English singer-songwriter from Sutton Benger, Wiltshire. Aplin gained a following online after publishing acoustic covers of songs by bands such as Paramore and You Me at Six on YouTube. Since 2010, Aplin has released three EPs and toured the UK and Europe. In February 2012, Aplin announced she had signed to Parlophone and was recording her debut album. She gained mainstream attention the following November Read more on Last.fm",652700,11632940
1168,Manel Camp,Read more on Last.fm,756,5208
1169,The B-52's,"The B-52's are an American new wave band that formed in 1976 in Athens, Georgia, United States. A major part of the new wave scene, the band started out as Fred Schneider (vocals), Kate Pierson (vocals, organ), Cindy Wilson (vocals, bongos), Ricky Wilson (guitar), and Keith Strickland (drums). After Ricky Wilson died in 1985, Strickland replaced him as a guitarist. 

The name comes from the bouffant wigs that are part of the band's distinctive look, worn by singers Cindy Wilson and Kate Pierson. Read more on Last.fm",1384054,18724093
1170,Mama Longhorn,Read more on Last.fm,1291,6028
1171,Girolamo Frescobaldi,"Born in 1583, Girolamo Frescobaldi would grow up to be one of the most famous representatives of the early Italian Baroque. He was known for expressive and extravagant improvising and composition. In 1608, he took the organist post of St. Peter's in Rome. Although he held this highly-regarded job that won him many patrons, the pay was never more than a small fraction of his income.
He obsessively edited his own work, to the point where many of his major works were changed several times Read more on Last.fm",57082,382298
1172,Sanne Salomonsen,"Sanne Salomonsen is a Danish singer with a deep catalogue of solo and group output spanning more than 40 years. Born Susanne Salomonsen on 30 December 1955 in [placefounded]Frederiksberg, Denmark[/placefounded], she made her recording debut in [yearfounded]1973[/yearfounded] with the self-titled album Sanne Salomonsen. Throughout the 1970s, Salomonsen appeared in many different musical constellations, most prominently as a member of the group Flair from 1976-1978. Read more on Last.fm",38158,415708
1173,Renato Borghetti,"Renato Borghetti (born July 23, 1963) is a Brazilian folk musician and composer.

He works in many genres including traditional styles from his home state of Rio Grande do Sul, other styles of Brazilian music like samba, and international genres like jazz and European classical music. His main instrument is the diatonic button accordion (gaita). He won a Latin Grammy in 2005 for Best Brazilian Roots/Regional Album, for his album Gaita Ponto Com.

In 2009 he performed at the Womex festival. Read more on Last.fm",13713,134121
1174,Javed Ali,"'Javed Ali' is an Indian playback singer. He has been singing in Hindi movies from 2000 but shot to fame in 2007 when he sang the song Ek Din Teri Raahon Mein(Music : Pritam Chakraborty) from the movie Naqaab and thereafter another hit like Jashn-E-Bahaara from the movie Jodhaa Akbar(2008), whose music is directed by A R Rahman.
     
                            Javed debuted by singing a track from the movie Beti No.1, but it didn't help his career much. Read more on Last.fm",78874,1013145
1175,Joe Morris,"There are, at least, three artists with the name: Joe Morris

1) Joe Morris (born September 13, 1955) is an American jazz guitarist. In addition to leading his own groups, he has recorded with Mathew Shipp, William Parker, Whit Dickey, Rob Brown, Joe Maneri, Ken Vandermark and others. He has recorded for a number of labels, including ECM, Hat Hut, Okka Disc, AUM Fidelity and his own record label, Riti.
Morris was born in New Haven, Connecticut; an Read more on Last.fm",10556,50027
1176,Nick Frater,Read more on Last.fm,1340,14126
1177,Buddy Knox,"There appears to be more than one artist with name Buddy Knox. Two are mentioned below.

I. Buddy Wayne Knox (July 20, 1933 - February 14, 1999) was an American singer and songwriter best known for his 1957 rockabilly hit song, ""Party Doll"".

Knox was born in the tiny farming community of Happy, Texas and as a boy learned to play the guitar. In his teens, he and some high school friends formed a band called the ""Rhythm Orchids."" After performing on the same 1956 radio show as fellow Texan Roy Orbison and his ""Teen Kings"" band Read more on Last.fm",94623,389655
1178,Wingy Manone,"Wingy Manone (Joseph Matthews Mannone, New Orleans, Louisiana, February 13, 1900 – July 9, 1982) was an American jazz trumpeter, composer, singer, and bandleader. His major recordings included ""Tar Paper Stomp"", ""Nickel in the Slot"", ""Downright Disgusted Blues"", ""There'll Come a Time (Wait and See)"", and ""Tailgate Ramble"".

Manone (pronounced ""ma-KNOWN"") lost an arm in a streetcar accident, which resulted in his nickname of ""Wingy"". He used a prosthesis, so naturally and unnoticeably that his disability was not apparent to the public. Read more on Last.fm",11881,61363
1179,Myríad,"Myríad is a producer and DJ originally from Kyiv, currently based in Munich, Germany. With a passion for crate digging and record collecting, Myríad explores a wide range of hazy vinyl from around the globe, constantly seeking out new and distinctive sounds to incorporate into his productions, which are characterized by a fusion of jazz sensibility and psychedelic elements.

On February 11, 2022, Myríad released the single ""In the Moonlight."" This dreamy piece features smooth Rhodes Read more on Last.fm",65974,220037
1180,Sannidhya Bhuyan,"Sannidhya Bhuyan is a singer/ songwriter/composer from Assam. He first made his debut in 2018 with his R&B track ""Borokha"", which was the first ever R&B track in Assamese language, there's always a blend of Indian classical music and R&B elements you can find in his music. Read more on Last.fm",1496,39947
1181,Dharmacide,Read more on Last.fm,11865,69369
1182,Manezinho Do Sax,Read more on Last.fm,208,1159
1183,A Rocket To The Moon,"A Rocket to the Moon was an American pop/alternative rock band. A Rocket to the Moon had released two EPs and a full length. Their first studio full length was released in October 2009. Nick Santino began the band in the summer of 2006 as an experiment, and decided to continue due to positive feedback. A Rocket to the Moon started its first official tour in 2008 with The Cab, Hey Monday, and This Providence. A Rocket to the Moon has also played in such events as Bamboozle. Read more on Last.fm",396868,9402958
1184,Instrumental Jazz Lounge,Read more on Last.fm,1522,9422
1185,Bpace,Read more on Last.fm,2013,9155
1186,João Capinha,Read more on Last.fm,9,47
1187,Namita Agrawal,Read more on Last.fm,339,4414
1188,Rajeev Sharma,Read more on Last.fm,88,467
1189,The Human League,"The Human League is an English synthpop band formed in 1977. Originally a minimal Post-Punk synthesiser-based group from Sheffield, UK, they became one of the most successful New Wave acts of the 80s. The only consistent band member is vocalist and songwriter Phil Oakey. The band's best known configuration was their 1980-1985 lineup of Phillip Oakey (vocals), Joanne Catherall (vocals), Susanne Sulley (vocals), Phillip Adrian Wright (keyboards), Jo Callis (guitar, keyboards) and Ian Burden (bass). Read more on Last.fm",1555295,17653569
1190,Banda Encantu's,Read more on Last.fm,12030,99029
1191,Bablu Ankiya,Read more on Last.fm,59,152
1192,The Very Most,"An indie-pop band from Boise, Idaho that has taken various forms over the years. Right now, the lineup is Jeremy Jensen on songwriting, guitar and singing, Brion Rushton on Bass, Jake Hite on Drums, and Elijah Jensen playing guitar and keyboards. 

The Very Most 

Free streaming and lyrics as well as all the information you need to know about their songs:TVM Song Database  Read more on Last.fm",14139,97154
1193,Leroy Jones,Read more on Last.fm,4024,19390
1194,Sonny & Cher,"Sonny & Cher were an American pop and entertainment duo in the 1960s and 1970s, made up of husband and wife Sonny Bono and Cher. The couple started their career in the mid-1960s as R&B backing singers for record producer Phil Spector.

The pair first achieved fame with two hit songs in 1965, ""Baby Don't Go"" and ""I Got You Babe"". ""I Got You Babe"" reached number one on the Billboard Hot 100 chart and became, according to AllMusic's Bruce Eder, ""one Read more on Last.fm",476130,2722015
1195,Illinois Jacquet,"Jean-Baptiste Illinois Jacquet (October 31, 1922 - July 22, 2004) was a jazz tenor saxophonist most famous for his solo on ""Flying Home"". He is better known simply as Illinois Jacquet. Although he was a pioneer of the honking tenor sax that became a regular feature of jazz playing and a hallmark of rock and roll, he was a skilled and melodic improviser, both on up-tempo tunes and ballads. He doubled on the bassoon, one of only a few jazz musicians to use this instrument. Read more on Last.fm",60572,296729
1196,Good Morning Jazz Cafe,Read more on Last.fm,4348,48646
1197,Eddie Rabbitt,"Edward Thomas ""Eddie"" Rabbitt (November 27, 1941 - May 7, 1998) was a country music singer and songwriter who reached the peak of his popularity in the late 1970s and early 1980s. Born in Brooklyn, New York, and raised in New Jersey, Rabbitt moved to Nashville, Tennessee in 1968, hoping to earn a living as a songwriter and performer. He came to the attention of recording companies when he penned Elvis Presley's hit song ""Kentucky Rain"".

In 1975, Rabbitt signed on with Elektra Records, who had recently created a country music division. Read more on Last.fm",198651,1412901
1198,Río Arga,Read more on Last.fm,494,7031
1199,Madan Gurjar,Read more on Last.fm,5,5
1200,Efecto Pasillo,"official web site  "" spanish""

http://www.efectopasillo.com/biografia


MOST POPULAR VIDEO ON THE INTERNET 

http://www.youtube.com/watch?v=a5Hp4K0PwRQ Read more on Last.fm",56053,607816
1201,Cynic,"There are three artists called Cynic.

1. Formed in Florida, United States in 1987, Cynic is a progressive metal band that recorded a few thrash metal demos before moving to a highly complex form of jazz-fusion influenced experimental/avant-garde death metal, manifested in their seminal album, 1993's Focus, which for over a decade was the band's only official release.

Cynic disbanded in 1994 due to artistic differences while working on their second album, but regrouped in 2007 to perform a series of shows. Read more on Last.fm",234927,11175334
1202,Top Cats,"2001
 Torsby, Sweden

Top Cats is a Swedish rockabilly band formed in 2001. The earliest line-up was made up of Jon Kleppenes (as lead singer), Daniel Kjellberg (drummer), Henrik Törnevik (contrebass), Fredrik Lilja (guitar), Olle Sätterström (guitar, trumpet, piano), Erica Larsson and Sandra Zackrisson (both backing vocals).

When in 2004 drummer Daniel Kjellberg left, he was replaced by Robert Jansson. In 2007, contrebassist Henrik Törnevik left and was replaced by Martin Lindahl. Read more on Last.fm",25208,293851
1203,Otis Redding,"Otis Ray Redding Jr. (September 9, 1941 – December 10, 1967) was an American singer, songwriter, record producer, arranger, and talent scout. He is considered one of the greatest singers in the history of American popular music and a seminal artist in soul music and rhythm and blues. Redding's style of singing gained inspiration from the gospel music that preceded the genre. His singing style influenced many other soul artists of the 1960s. During his lifetime, his recordings were produced by Stax Records, based in Memphis, Tennessee. Read more on Last.fm",2190440,39132728
1204,Favours,Read more on Last.fm,1296,5300
1205,Lee Konitz,"Lee Konitz (born October 13, 1927 in Chicago, Illinois—died April 15, 2020 in New York City, New York) was an American jazz composer and saxophone player.

Konitz is sometimes regarded as the preeminent cool jazz saxophonist, because he performed and recorded with Claude Thornhill, Lennie Tristano (both often cited as important cool jazz proponents of the mid 1940s), and with Miles Davis' on his epochal Birth of the Cool, which gave the form its name. Read more on Last.fm",222850,1375992
1206,Andra Day,"Cassandra Monique ""Andra"" Batie (born December 30, 1984), who goes by the stage name Andra Day, is an American soul, R&B, jazz, blues, disco, and pop singer who has released one album and two singles.
Her debut album, Cheers to the Fall, was released on August 28, 2015. The album was produced by Adrian Gurvitz and Raphael Saadiq.
She was also featured in Rolling Stone's ""10 New Artists You Need to Know"" for July 2015. NPR's Katie Presley has praised her singing by saying it has ""Eartha Kitt's unflappable confidence Read more on Last.fm",284308,1919540
1207,The Du Droppers,"New York's Du Droppers managed to score two Top Five hits during their short run: ""I Wanna Know"" (number three R&B) and ""I Found Out (What You Do When You Go Round There)"" (number three pop). The original members were Caleb Ginyard -- aka ""J.C."" or sometimes ""Junior"" -- on lead, brothers Willie Ray and Harvey Ray on tenor and baritone, respectively, and Eddie Hashow on bass (who was soon replaced by Bob Kornegay). They began as a gospel group in 1952; each member had been in previous gospel groups (including the Royal Harmony Singers Read more on Last.fm",10101,25830
1208,Humera Channa,"Humera Channa is Pakistani singer. She was a very popular playback singer in the film industry in Pakistan. She sang in many Urdu and Punjabi films.

Humaira Channa was s substitute for Naheed Akhtar in the 80s in Pakistan film industry. Humera Channa also sung sindhi songs. Humera Channa sindhi music is also very populor.

She have very sweet voice. She is very popular in Pakistan. Her songs are very popular in both girls and guys equally.  Read more on Last.fm",1369,5182
1209,Vibraphonic,"Vibraphonic was formed in 1990 when a track was commissioned by Acid Jazz Records. ""I See You"" was released on a compilation called ""Totally Wired 6"" in June 1990. This was so successful that a second track, ""Believe In Me"" was released on ""Totally Wired 7"" in November 1990. ""I See You"" was also released on 2 compilations & as a single in the USA. The first album - also on Acid Jazz - ""Vibraphonic"" was released in 1993. A single ""Trust Me"" featuring Alison Limerick was also released at the same time. Read more on Last.fm",8379,35997
1210,Amber Lulu,Read more on Last.fm,228,640
1211,Reinhard Vanbergen,Read more on Last.fm,2793,12174
1212,UMAKANT BARIK,Read more on Last.fm,131,738
1213,Rappin' Hood,"Antônio Luiz Júnior (São Paulo, 7 de novembro de 1971), mais conhecido pelo seu nome artístico Rappin' Hood, é um rapper, compositor, produtor, apresentador e ativista brasileiro.

Rappin' Hood nasceu no bairro do Limão e foi criado na Vila Arapuá, próximo a Heliópolis, na cidade de São Paulo. Começou a compor aos 14 anos de idade. Estudou trombone e corneta e, em 1989, lançou-se como rapper, quando sagrou-se o vencedor de um campeonato de rap. Read more on Last.fm",35495,285721
1214,Walter Losi,Read more on Last.fm,103,301
1215,Jungle Brothers,"The Jungle Brothers are an American hip hop group who pioneered the fusion of jazz and hip-hop. They began performing in the mid-1980s and released their first album, Straight Out the Jungle, in 1988. With Afrocentric lyrics and innovative beats, the Jungle Brothers were critically acclaimed and soon joined the influential Native Tongues Posse. The trio is comprised of Michael Small (Mike Gee), Nathaniel Hall (Afrika Baby Bam) and Sammy Burwell (DJ Sammy B). Read more on Last.fm",278526,1944516
1216,John Lee Hooker,"John Lee Hooker (Coahoma County,  Mississippi, August 22, 1917 – Los Altos, California, June 21, 2001) was a highly influential American blues singer, guitarist and songwriter.

John Lee Hooker could be said to embody his own unique genre of the blues, often incorporating the boogie-woogie piano style and a driving rhythm into his masterful and idiosyncratic blues guitar and singing. His best known songs include ""Boogie Chillen"" (1948) and ""Boom Boom"" (1962). Read more on Last.fm",1004075,13314550
1217,Hermez,Read more on Last.fm,1904,9546
1218,Pawan Singh,Read more on Last.fm,9050,69482
1219,Pete Fountain,"Pete Fountain (born Pierre Dewey LaFontaine, Jr.; July 3, 1930 – August 6, 2016) was an American jazz clarinetist based in New Orleans, Louisiana. He played in various traditional and contemporary genres of jazz, such as Dixieland, pop jazz, honky-tonk jazz, as well as pop, and Creole music.

Pierre Dewey Fountain, Jr., was born on White Street, in New Orleans, between Dumaine and St. Ann, in a small Creole cottage-style frame house. Pete was the great grandson of Francois Fontaine who was born in Toulon Read more on Last.fm",29816,186841
1220,Yelle,"Yelle is a trio formed in Saint-Brieuc, France in 2005, of lead singer Julie Budet (aka Yelle) and Jean-François Perrier (aka GrandMarnier), with Tanguy Destable (aka Tepr) joining prior to their début album.

Budet rose to fame on MySpace when she posted a song titled ""Short Dick Cuizi"", dissing Cuizinier, a member of the Parisian hip-hop group TTC.

With producer and close friend GrandMarnier, Budet has recorded a début album Pop-Up, after her hit single ""Je veux te voir"" (a finalised version of ""Short Dick Cuizi""). Read more on Last.fm",776388,16041733
1221,The Pogues,"The Pogues is a Celtic punk band from London, formed in 1982 and fronted by Shane MacGowan. The band reached international prominence in the 1980s and early 1990s. MacGowan left the band in 1991 due to drinking problems but the band continued first with Joe Strummer and then with Spider Stacy on vocals before breaking up in 1996. The band, including MacGowan, reformed in 2001 and has been playing regularly ever since. While the band has not released an album since 1996 Read more on Last.fm",1200514,22238753
1222,EMF,"EMF are an indie/alternative dance-rock band that formed in the Forest of Dean, Gloucestershire, England in 1989. Best known for their 1990 hit ""Unbelievable"", the band consisted of James Atkin (vocals, guitar), Ian Dench (guitar, keyboards), Derry Brownson (keyboard, samples), Zach Foley (bass) and Mark Decloedt (drums). The band originally disbanded in 1997 and reformed in 2001. Foley died of a drug overdose in January 2002 and the band only played four more shows that year before disbanding once more. Read more on Last.fm",455153,2441367
1223,The Celibate Rifles,"The Celibate Rifles are a rock band from Sydney, Australia. The band was formed in 1979 and released their first album Sideroxylon in April 1983 on the Hot Records label. The band has toured both America and Europe extensively, releasing fourteen studio albums. 
Members:
Dave Morris
Damien Lovelock
Kent Steedman
Paul Larsen
Jim Leone
______________________
Kent Steedman, Dave Morris, Michael Couvret, Phillip Jacquet and Ian Martin conceived the band in 1979 when they were still in high school. Read more on Last.fm",11947,163949
1224,The Prostitutes,"1)The Prostitutes, a punk rock band from USA, formed in 1996 in Harrisburg, PA. The band are now located in Long Beach, California. The band has been through a number of line-up changes with Kevin Prostitute being the primary member and songwriter.
 

2) The Prostitutes are an indie band formed in 2004 in Prague, Czech Republic. They are highly acclaimed by the music press as well as by quickly growing amount of fans.

The members are singer Adrian T. Read more on Last.fm",13605,318598
1225,Biswajit Mohapatra,Read more on Last.fm,5,12
1226,Dave Saunders Trio,Read more on Last.fm,3752,18940
1227,Cliff Hillis,"Cliff Hillis is known for putting the “power” into “power pop.” On June 19th 2012 the Phoenixville, PA-based musician, songwriter and producer celebrated the release of his new album ""Dream Good"" on San Francisco indie label TallBoy Records.

The new album’s title comes from one of its songs, but Hillis happily points out that “Dream Good” is also #20 on Woody Guthrie’s list of New Years Resolutions from 1943. It’s Hillis’ third release on San Francisco label TallBoy Records Read more on Last.fm",2590,23418
1228,Shelly Manne,"Shelly Manne (June 11, 1920 – September 26, 1984), born Sheldon Manne in New York City, was an American jazz drummer. Most frequently associated with West Coast jazz, he was known for his versatility and also played in a number of other styles, including Dixieland, swing, bebop, avant-garde jazz and fusion, as well as contributing to the musical background of hundreds of Hollywood films and television programs.

Manne's father and uncles were drummers. Read more on Last.fm",30999,179152
