,artist,biography,listeners,playcount
526,Quantic,"Quantic is an umbrella name for UK-born, Will Holland: acclaimed producer, musician and DJ for over 15 years evolving and involving styles like Funk & Jazz to Electronic & Folk music through to Latin, Reggae, Dub & Cumbia. Holland has released over ten full-length albums internationally through the label, Tru Thoughts, ...across six different projects ranging from his DJ/Producer/Remixer moniker that has packed dance floors from Bulgaria to Buenos Aires Read more on Last.fm",899972,14962684
527,The Speakeasies' Swing Band!,"The Speakeasies' Swing Band! are a seven piece Swing/Jazz band based in Thessaloniki, Greece. The line up features Caterina Sisinni (vocals), Panos Karnoutsos (Electric Guitar), Manolis Stamatiadis (Piano), Panos Voularakis (Upright Bass), Giannis Ntalianis (Acoustic Guitar), Christos El. Papadopoulos (Clarinet) and Grigoris Oikonomou (drums). The Speakeasies' Swing Band! formed in 2010. The band's preview Extended play, Bathtub Gun, was released in 2012 and their debut album Land Of Plenty in 2015. Read more on Last.fm",35887,254993
528,Brent Faiyaz,"Christopher Brent Wood (born September 19, 1995) better known as Brent Faiyaz is an R&B singer/producer based out of Baltimore, Maryland.

On September 18, 2016 Faiyaz dropped his EP A.M. Paradox; catching the attention of Goldlink. Just 2 months later on December 16, 2016, Goldlink collabed with Faiyaz and Shy Glizzy (Now Young Jefe) to create the behemoth single “Crew”. Read more on Last.fm",1852047,198292066
529,DeJ Loaf,"DeJ Loaf is an American rapper and singer. Born in Detroit, Michigan, she began her music career in 2011 with Ajure Harding and released her debut mixtape Just Do It the following year. In October 2014, her second mixtape, Sell Sole, came out. DeJ Loaf rose to greater popularity in 2014 with her single ""Try Me"", which initially attained viral internet popularity and has since peaked at number 46 on the Billboard Hot 100.

DeJ Loaf was born in Detroit, Michigan and raised on the east side of the city in the Fairview Housing projects. Read more on Last.fm",461863,4932067
530,MORGAN,"There are numerous artists and bands under this name:

1) Morgan was a 1970s English progressive rock band. 
MORGAN was formed in the early '70s by two musicians (Morgan Fisher and Maurice Bacon) who had played in the late sixties British pop group The Soul Survivors (a pretty good semi-pro soul band) that became The Love Affair (the hit pop band of ""Everlasting Love"" fame, whose singer Steve Ellis left when he realised that the soul had gone and pop had taken over) and later L. Read more on Last.fm",111304,1445763
531,Mereba,"Marian Mereba, better known mononymously as Mereba, (born September 19, 1990), is an American singer, songwriter, and producer. Mereba cites her Ethiopian heritage as a major influence on her music. Other musical influences include Jay-Z, The Notorious B.I.G., TLC, Alanis Morissette, Madonna, Michael Jackson, and Nirvana.

After graduating high school at 17, Mereba continued her education at her parents' insistence, attending Carnegie Mellon University in Pittsburgh, PA. Read more on Last.fm",288865,4332102
532,Moreno Jazz Band,Read more on Last.fm,6547,15998
533,Jhené Aiko,"Jhené Aiko Efuru Chilombo (born March 16, 1988), better known as Jhené Aiko or simply Jhené, is an American singer-songwriter and recording artist from Los Angeles, California. Jhené was Formerly signed to The Ultimate Group and Epic Records, she left both labels in order to continue her education. Aiko began her career being known as ""Lil' Fizz's cousin"", however she is not actually related to him. It was used as a marketing tool suggested by Sony and Epic to promote her through the R&B group B2K and attract an audience Read more on Last.fm",1259059,59880635
534,Tink,"The multi-faceted singer/rapper/songwriter, Tink grew up in Calumet City a south suburb outside of Chicago, Illinois. Starting her musical attributes at the age of seven, the young artists’ musical influences were from both her parents-- her mother being a gospel singer and father being a music producer.

​
     Tink started singing in the Church and from there her father encouraged her to write.
Attending the same high-school as Chicago’s nBa star Derrick rose at simeon High Read more on Last.fm",238142,3115482
535,Louis Dunford,"Louis Mark Dunford (born 20 January 1992) is an English singer and songwriter. The son of actress Linda Robson, he is known for writing the song ""The Angel (North London Forever)"", which in 2022 became an anthem for Arsenal F.C. and Arsenal F.C. supporters. Read more on Last.fm",22812,369497
536,Charli xcx,"Charlotte Emma Aitchison, known professionally as Charli xcx, is an English singer and songwriter. Born in Cambridge and raised in Start Hill, Essex, she began posting songs on MySpace in 2008, which led to her discovery by a promoter who invited her to perform at warehouse raves and parties. In 2010, she signed a recording contract with Asylum Records, releasing a series of singles and mixtapes throughout 2011 and 2012.

In 2012, Charli rose to prominence with the Icona Pop collaboration ""I Love It"" Read more on Last.fm",3421128,603575575
537,AC/DC,"AC/DC is an Australian rock band formed in Sydney in 1973 by Scottish-born brothers Malcolm and Angus Young. Their music has been variously described as hard rock, blues rock, and heavy metal, but the band calls it simply ""rock and roll"".

AC/DC underwent several line-up changes before releasing their first album, 1975's High Voltage. Membership subsequently stabilised around the Young brothers, singer Bon Scott, drummer Phil Rudd, and bassist Mark Evans. Read more on Last.fm",4302182,201407066
538,Wage War,"Wage War started in 2010 in Ocala, Florida. The band was originally named Empires and consisted of Briton Bond (Unclean Vocals), Cody Quistad (Rhythm Guitar/Clean Vocals), Seth Blake (Lead Guitar), Jordan Pierce (Bass), and David Rau (Drums). The band changed their name to Wage War and brought on Chris Gaylord to replace Pierce and Stephen J. Kluesener to replaced Rau. In 2015, the band signed to Fearless Records, with a Jeremy McKinnon/Andrew Wade-produced single. Read more on Last.fm",298527,14754792
539,Kamasi Washington,"Kamasi Washington (born in in Los Angeles, CA, on 18 February 1981) is an American jazz saxophonist. He is a founding member of the jazz collective West Coast Get Down.

In Washington's family, music was more of a prerequisite than a privilege. His love for music began at first sound. His father, Rickey Washington is a professional saxophonist by night and a high school music teacher by day. Washingtoni’s mother, Valerie Washington is an accomplished Read more on Last.fm",383865,7006836
540,David Guetta,"Pierre David Guetta is a French DJ and music producer. He has sold over 10 million albums and 65 million singles globally, with more than 14 billion streams. In 2011, 2020, and 2021, Guetta was voted the number one DJ in the DJ Mag Top 100 DJs poll. In 2013, Billboard crowned ""When Love Takes Over"" as the number-one dance-pop collaboration of all time, with singer Kelly Rowland.

He released his first album, Just a Little More Love, in 2002. Later, he released Guetta Blaster (2004) and Pop Life (2007). Read more on Last.fm",4896354,171998035
541,Madeleine Peyroux,"Madeleine Peyroux is a jazz singer who was born in 1974 in Athens, Georgia, USA, and raised in New York City and Paris, France. She is noted for her vocal style, which is highly reminiscent of Billie Holiday. Madeleine also has qualities similar to Ella Fitzgerald. Though Peyroux may remind some listeners of Holiday, there are differences, and she has her own sense of phrasing and interpretation.

Peyroux started singing at the age of fifteen, when she discovered street musicians in the Latin Quarter in Paris. Read more on Last.fm",978726,15482642
542,Duponte et Duponte,Read more on Last.fm,85841,294883
543,julie,"There are multiple artists by the name of Julie:

1. julie is an American shoegaze band from Los Angeles, signed with Atlantic Records. julie, originating from Orange County, California, began in 2020, independently releasing several singles that garnered early support for the band, including “flutter,” one of the band's most successful tracks to date. A year after their single run, the group released their debut EP titled pushing daisies.

In 2022, julie released a joint (non-album) single titled pg. Read more on Last.fm",641070,25139440
544,AronChupa,"AronChupa is one of the five members of the Swedish hip-hop / dance group Albatraoz that during 2014 sold double platina with their eponymous super-hit “Albatraoz” (it has been played over 16 million times all over Scandinavia, not only Sweden).

In August 2014, AronChupa started up a solo-project where he released the song “I’m an Albatraoz” that quickly reached the top lists with 9 million plays on Spotify. Read more on Last.fm",495760,4618591
545,"Tyler, The Creator","Tyler Gregory Okonma (born March 6, 1991) also known as Tyler, The Creator, is a Grammy award-winning American rapper, singer, record producer, director, fashion designer, and the head of his independent record label, Odd Future Records. He was the leader of the now-defunct Los Angeles, California, USA hip-hop collective Odd Future Wolf Gang Kill Them All (OFWGKTA). Since his first recordings had debuted on The Odd Future Tape in 2007, he had rapped on, and produced for, nearly every OFWGKTA release.  Read more on Last.fm",3938002,910235757
546,Swing'it,"Swing’it was founded by the Norwegian band leader Martin Jarl whilst studying jazz music in London, this band has developed into one of the most successful trad jazz bands in Norway and Europe. They take the audience on a journey 100 years back in time to the 1920s New Orleans, telling stories about the roaring 20s and the foundation of jazz; about glamour, glitter and the Great Gatsby; about bootleggers, speakeasies and illegal parties during the Read more on Last.fm",11670,86735
547,Iron Maiden,"Iron Maiden are an English heavy metal band formed in Leyton, East London, in 1975 by bassist and primary songwriter Steve Harris. While fluid in the early years of the band, the lineup for most of the band's history has consisted of Harris, lead vocalist Bruce Dickinson, drummer Nicko McBrain, and guitarists Dave Murray, Adrian Smith and Janick Gers. The band have released 41 albums, including 17 studio albums, 13 live albums, four EPs and seven compilations. Read more on Last.fm",3077032,257555897
548,NO CIGAR,"No Cigar is the type of band your mum would probably approve of you both seeing and joining. They’re successful, listenable, relatable and their music could be enjoyed at a BBQ, a gym, in a soundtrack and, believe it or not, a rock concert also. They attain a special and impressive mix of surf, indie, psychedelia and pop, but there’s a little bite and edge to the smoothness to be enjoyed like salt in the caramel. The band is characterized by the sometimes-strong Read more on Last.fm",36030,419080
549,Fireboy DML,"Adedamola Adefolahan (born 5 February, 1996),[1] known professionally as Fireboy DML, is a Nigerian singer and songwriter.[2] He is signed to YBNL Nation, a record label founded by Nigerian rapper Olamide.[2] His debut studio album Laughter, Tears and Goosebumps was released in 2019.[2] He won Listener's Choice and was nominated for Song of the Year for ""Jealous"" at the 2020 Soundcity MVP Awards Festival. Read more on Last.fm",346514,5033320
550,Elton John,"Sir Elton Hercules John (born Reginald Kenneth Dwight; 25 March 1947) is a British singer, pianist, and composer. Collaborating with lyricist Bernie Taupin since 1967, John is one of the most successful artists of all time, having sold over 300 million records worldwide in a seven-decade career in music. He is acclaimed by critics and musicians, particularly for his work during the 1970s, and his lasting impact on the music industry. John's music and showmanship have had a significant impact on popular music. Read more on Last.fm",4940658,150780309
551,beabadoobee,"Beatrice ""Bea"" Kristi Ilejay Laus (born June 3, 2000), known as beabadoobee, is a Filipino-British singer-songwriter. She has formed her own independent, unique bedroom-acoustic sound pulling heartstrings with every beat. Her sensational melodies are influenced by artists like Alex G, Karen O and Florist.

She has released a collection of EPs (""Lice"", ""Patched Up"", ""Loveworm"", ""Space Cadet"", ""Our Extended Play""), her debut full-length album ""Fake It Flowers"" in 2020 Read more on Last.fm",2303999,260565789
552,RYUSENKEI,"流線形

The album of the solo project Ryusenkei by Cunimondo Takiguchi has roots in Tatsuro Yamashita, Minako Yoshida, Leon Ware, and Steely Dan, and is a work that focuses on the sound of Rhodes piano and vintage synthesizers.

Cunimondo Takiguchi (Ryusenkei/City Music Tokyo) began his music career in 2003 as a member of Ryusenkei. Before his current career, he used to work in PR for musicians, as well as a clothing brand, a record store, and a live house. Read more on Last.fm",144668,1570264
553,Wilderado,"Wilderado is an American indie folk band from Tulsa, Oklahoma, United States. The band was first signed to Iamsound Records, but is now signed to Bright Antenna Records.

Wilderado's Max Rainer and Tyler Wimpee met through mutual friends in college and started writing songs together in their fifth year after most of their friends had left. They went on a thirty concert tour with Flipturn in 2022, and expanded the tour to include bands Toledo and Michigander. Read more on Last.fm",203247,2263190
554,Sub Urban,"Daniel Virgil Maisonneuve (Sub Urban)  was born on October 22, 1999, in Nyack, New York to a French Canadian father and a Taiwanese mother. While raised in the suburbs of Ridgewood, New Jersey, he began producing music at the age of 15. He was trained in classical piano at the age of 6, but quit after claiming that he was ""sick of playing other people's compositions"". In the fall of 2016, Maisonneuve dropped out of high school to pursue his musical career, ""isolating"" himself to work on various demos and songs. Read more on Last.fm",843849,13649232
555,Sam Hunt,"Sam Lowry Hunt (born December 8, 1984 in Cedartown, Georgia, United States) is an American country singer, songwriter and former college football player. He is known for writing singles for Kenny Chesney, Keith Urban, and Billy Currington. In 2014, Hunt signed with MCA Nashville and released his debut album ""Montevallo"", which includes the number 1 Country Airplay hits ""Leave the Night On"" and ""Take Your Time"".

Sam Hunt co-wrote Kenny Chesney's 2012 hit ""Come Over"", for which he received an ASCAP award. Read more on Last.fm",478173,9652703
556,FAVE,"Chidozie Godsfavour Ugochinyere (born 13 March 2000), known professionally as Fave, is a Nigerian singer-songwriter and recording artist. She gained recognition after releasing several minute-long videos on Twitter during the COVID-19 lockdown. In 2022, she won Rookie of the Year at The Headies 2022 and was nominated for Most Promising Artist and Best Artist in African Reggae, Dancehall at the All Africa Music Awards. Moreover, she was nominated for Best New Artiste at the 2022 Soundcity MVP Awards Festival Read more on Last.fm",39484,387638
557,RØRY,"RØRY is a singer/songwriter based in the United Kingdom.

Since her debut headline show at London’s Camden Assembly in August 2022, RØRY has been taking the UK alternative scene by storm. Racking up over twenty million streams on Spotify in an impressively short amount of time, tickets to her first UK headline tour sold out within their first week in early 2023 – but her story began long before she took to those stages.

First embarking on a career as a solo artist under her birth name – Roxanne Emery – over a decade ago Read more on Last.fm",43139,1002344
558,late night drive home,"late night drive home is an indie rock band from El Paso, Texas consisting of lead singer Andre Portillo, guitarist Juan ""Ockz"" Vargas, bassist Freddy Baca, and drummer Brian Dolan. Their music captures everything from the complexity of teenage angst to the beauty of youthful joy. With heartfelt lyrics and a gritty sound, late night drive home brings a refreshing presence into the indie rock scene.

The band began in 2019 as a fun project between Ockz and Andre. Read more on Last.fm",486644,9689351
559,Dayglow,"Sloan Struble, known professionally as Dayglow, is an American singer, songwriter, and producer from Aledo, Texas. He began his career by releasing songs on Soundcloud under the name 'Kindred', though he would adopt the name Dayglow soon after.

In 2018, Struble released his debut album 'Fuzzybrain' as he began attending the University of Texas. Fuzzybrain, propelled by social-media virality, was a quick success. This attention prompted Struble's exit from university in favor of focusing on his music full-time. Read more on Last.fm",1306174,34505008
560,Sigala,"Bruce Fielder (born 28 November 1992), known professionally as Sigala, is a British DJ, record producer and remixer from Norfolk. He is best known for his 2015 debut single ""Easy Love"", which samples ""ABC"" by the the Jackson 5. It debuted at number 71 on the UK Singles Chart on 4 September 2015 and jumped to number one the next week. His follow-up single, ""Sweet Lovin'"", reached number 3 in the UK Singles Chart. His next single ""Say You Do"", which features Imani and DJ Fresh Read more on Last.fm",745682,11506072
561,Lord Huron,"Lord Huron are an American alternative rock band founded by Ben Schneider, a Michigan-born visual arts major. 

Origins:
In the spring of 2010 Schneider traveled from Los Angeles to Northern Michigan. At Lake Huron, he developed songs for the first Lord Huron EP. He named the recording, Into the Sun. Upon his return to L.A., Schneider set to work putting a band together. The first to join him was his percussion-playing childhood friend Mark. Each of the band members of band hail from Michigan. Read more on Last.fm",2089424,62021300
562,Pino Palladino,"Pino Palladino (17 October 1957 in Cardiff, Wales, UK) is a Welsh  bass guitarist of Italian ancestry. Palladino rose to public notice playing primarily rock and roll, blues rock, and rhythm and blues music, although he has been lauded for his ability to play most genres of popular music, including jazz, neo soul, and funk. Adding to his eclectic grasp and melodic approach on his instrument, he has become one of the most sought-after session players on the bass in the music industry. Read more on Last.fm",39213,235846
563,Letdown.,"While everyone else was learning to garden or make bread from scratch in 2020, Blake Coddington was busy finding a new way to musically express himself. The Chicago-based rocker launched Letdown. (period included), a new project that features his powerful range of vocals and deeply personal lyrics over catchy guitar hooks and hypnotizing drum beats. Read more on Last.fm",97436,1764335
564,Venna,"Malik Venner (better known as Venna) is a British jazz saxophonist from South London. His debut project Venology was released in September 3, 2021 and featured guest appearances from Knucks, Jvck James, emil & Jada. Read more on Last.fm",188900,1428263
565,Jason Derulo,"This is an incorrect tag for Jason Derülo. If you have last.fm Autocorrection turned on, your scrobbles will automatically redirect to the correct artist name. Otherwise, please fix your artist ID3 tags. Read more on Last.fm",2906234,55553283
566,The Blue Stones,"Hailing from Windsor, Ontario, The Blue Stones duo provide an edgy blues rock sound with accompanying alternative rock accents. The duo have been featured at Canadian Music Week; NXNE; FAM Fest; Shores of Erie Winefest and Orangeville Blues & Jazz Fest. In the last year, they've opened for acts such as The Stone Foxes, Current Swell, Justin Nozuka, Fitz and The Tantrums, Joel Plaskett and more. Read more on Last.fm",232305,4147940
567,Nirvana,"There are multiple artists tracked as ""Nirvana"" on Last.fm. Following are six, listed in order of prominence:

1) Nirvana was a popular and highly influential American grunge band. The band formed in Aberdeen, Washington in 1987, and it was part of the Seattle grunge scene of the late 80s, alongside bands like Pearl Jam, Alice in Chains and Soundgarden. As their popularity rose, alternative rock became a dominant genre on American and Canadian radio and music television during the early-to-mid '90s. Read more on Last.fm",7160285,533689979
568,Adele,"Adele Laurie Blue Adkins MBE (born May 5, 1988) is an English singer and songwriter. After graduating in arts from the BRIT School in 2006, Adele signed a record deal with XL Recordings. Her debut album, 19, was released in 2008 and spawned the UK top-five singles ""Chasing Pavements"" and ""Make You Feel My Love"". The album was certified 8× platinum in the UK and triple platinum in the US. Adele was honoured with the Brit Award for Rising Star as well as the Grammy Award for Best New Artist. Read more on Last.fm",5336281,299376977
569,SZA,"Solána Imani Rowe, known professionally as SZA, is an American singer and songwriter. She was born in St. Louis, Missouri but raised in Maplewood, New Jersey. She self-released her debut EP, See.SZA.Run in October 2012. 

In April 2013, SZA released her S EP to good critical reviews— in July of that same year, it was announced she was signed to Top Dawg Entertainment and began working on her Z EP, which would eventually become a full-fledged album. Z was released in April 2014.  Read more on Last.fm",3225658,524790076
570,The Offspring,"The Offspring is a punk rock band formed in Huntington Beach, California, United States in 1984. From 1987 to 2003, the band's line-up included Dexter Holland (lead vocals, guitar), Noodles (lead and rhythm guitars, back vocals), Greg K. (bass, back vocals), and Ron Welty (drums, percussion), who was fired in 2003. Their current drummer is Brandon Pertzborn of Marilyn Manson who has been with the band since 2023. Greg K was fired from the band in 2018 and was replaced by Todd Morse. Read more on Last.fm",4362023,202519803
571,Jordan Rakei,"Jordan Rakei, now based in London, started his career in 2012 playing keyboards in many acts around Brisbane and New Zealand. He self-released his debut six-track EP Franklin' s Room, in September 2013 followed by Groove Course in August 2014 through Soul has no tempo. He also featured on the FKJ song 'Learn to fly'. In 2015, he featured on 'Sunrise / Beautiful' by Ta-Ku, 'Wake Up This Day' by Tom Misch and 'Masterpiece' by Disclosure. 

'The light' and 'Talk to me' were released as an advance of 'Cloak' Read more on Last.fm",358520,5972298
572,Kandace Springs,"Every so often a new singer emerges who’s able to assimilate multiple musical touchstones and still come off sounding remarkably fresh and unburdened by the past. Kandace Springs is one of those artists. The 27-year-old, Nashville-based singer, songwriter and pianist counts such stylists as Billie Holiday, Ella Fitzgerald, Nina Simone, Roberta Flack and Norah Jones as her heroes, but as evidenced by her sparkling full-length Blue Note Records debut, Soul Eyes, Springs mimics none of them. Read more on Last.fm",61362,410402
573,Imagine Dragons,"Imagine Dragons is a pop band formed in 2008, based in Las Vegas, Nevada. The band currently consists of lead singer Dan Reynolds, guitarist Wayne Sermon, and bassist Ben McKee. They first gained exposure with the release of their single ""It's Time"", followed by their debut album Night Visions (2012), which resulted in the chart-topping singles ""Radioactive"" and ""Demons"". Rolling Stone named ""Radioactive"", which held the record for most weeks charted on the Billboard Hot 100, the ""biggest rock hit of the year"". Read more on Last.fm",3825859,234010554
574,STR4TA,"Long-time friends and collaborators, Gilles Peterson & Jean-Paul “Bluey” Maunick announce new project, STR4TA, reinvigorating the loose, protean energy of the early-80s Brit-funk scene. 

STR4TA sees them mine new musical possibilities out of that shared formative era. Bringing a fresh slant to a sound first developed by groups like Atmosfear, Hi-Tension, Light of the World and Freeez  – with Maunick, it should be noted, also a member of the Read more on Last.fm",38951,203099
575,Jax Jones,"Timucin Fabian Kwong Wah Aluo (born 25 July 1987), known professionally as Jax Jones, is an English multi-instrumentalist, record producer, songwriter and DJ. He is best known for featuring on Duke Dumont's 2014 single ""I Got U"", peaking to number one on the UK Singles Chart, and his 2017 single ""You Don't Know Me"" featuring Raye. The son of two teachers, Jax grew up in a multi-ethnic household and was exposed to a wealth of influences. After his Read more on Last.fm",911769,14513930
576,YUNGBLUD,"Dominic Richard Harrison (born 5 August 1997), known professionally as YUNGBLUD (pronounced ""Youngblood""), is an English singer, musician and songwriter. In 2018, he released his first EP, YUNGBLUD, followed shortly after by the album 21st Century Liability.  In 2019, he released another EP, The Underrated Youth. His second album, Weird!, was released in late 2020 and peaked at the top of UK Albums Chart and reached number 75 on US Billboard 200. Read more on Last.fm",1034435,37436063
577,AP Dhillon,"Amritpal Singh Dhillon (b. [birthdate]January 10, 1993[/birthdate]), known as AP Dhillon, is an Indian singer, rapper, songwriter and record producer associated with Punjabi music who lives in Victoria, Canada. Five of his singles have peaked on the Official Charts Company UK Asian and Punjabi charts, while ""Majhail"" and ""Brown Munde"" have topped Billboard charts.

Dhillon started his career in 2019 with the single ""Fake"" with Shinda Kahlon. He also appeared in the music video of the track ""Faraar"" by Gurinder Gill and Shinda Kahlon Read more on Last.fm",112428,7036420
578,Skeete,Read more on Last.fm,47334,736360
579,IDLES,"Idles are an English post-punk band formed in Bristol, England in 2009. The success of the band’s debut EP “Welcome” did not go unnoticed and so it happened that BBC Introducing in the Southwest honoured the group as “Band of The Year” in 2012.

After a hiatus, the band returned in 2015 with “MEAT EP” and “META EP”. “Divide & Conquer” and “Well Done” were released in 2016, when it was announced their debut album “Brutalism” was released on March the 10th Read more on Last.fm",562488,36296572
580,The Sweetgreens,"No information is given about this artist on the web. This could be because of a deal within a streaming service, where the musician is anonymous, or the name is just one of several psuedonyms used by a music producer. This is usually done to save money in royalties, and drive down costs for the streaming service. Spotify has denied that they ""create fake artists"".

You can read more about these artists here:
Musicbusinessworldwide.com
Digitalmusicnews.com
Theguardian.com Read more on Last.fm",102387,398173
581,Tony Bennett,"Anthony Dominick Benedetto, known professionally as Tony Bennett, was an American singer of traditional pop standards, big band, show tunes and jazz. He is also a painter, having created works under his birth name that are on permanent public display in several institutions. He is the founder of the Frank Sinatra School of the Arts in Astoria, Queens, New York.

Bennett began singing at an early age. He fought in the final stages of World War II as a U. Read more on Last.fm",1673899,17219618
582,THE TAKE VIBE E.P.,"2020. Full On Lockdown. Musician Laurence Mason puts together this off the wall idea meshing together two of his biggest musical heroes, Dave Greenfield of The Stranglers with the cool jazz of Dave Brubeck.  

He puts up his demo on YouTube, not really expecting much in the way of feedback. And gets one million hits. The result is this grooving Soulful and Funky Jazz version of The Stranglers' 'Golden Brown'. Read more on Last.fm",21586,86770
583,St Germain,"St. Germain is the stage name of Ludovic Navarre, a French musician. His style has been described as being a combination of house and nu jazz music.
 Read more on Last.fm",303167,4181317
584,Lucky Daye,"Lucky Daye is the alias of David Brown, a Los Angeles-based singer and songwriter with a solid foundation in classic soul who is stylistically a little left of center, neither retro nor commercial. Like contemporaries BJ the Chicago Kid and Daniel Caesar, he's a synthesist of traditional and progressive R&B modes, showcased on his major-label debut EP, I (2018). Before he signed a solo deal, Brown co-wrote songs for Keith Sweat, Ne-Yo, Ella Mai, and Mary J. Blige. Read more on Last.fm",630510,13202703
585,Kyle Sparkman,Read more on Last.fm,12255,72636
586,Daniel Di Angelo,"Daniel Kohen (born on April 30, 1997), known by his stage name Daniel Di Angelo songwriter, composer, American singer, producer, sound engineer and artist. Daniel was born in Israel and moved to Miami, Florida in the U.S. in 2005

Since he was 9 years old, he’s been writing and singing, when he was 12 he took production and sound engineering and started recording music. He realized that asking producers to work with a 12-year-old was difficult. Playing many instruments including Guitar, Trumpet, and Piano since a young age has helped him. Read more on Last.fm",113912,3060684
587,The Chats,"The Chats is an Australian punk rock band from Sunshine Coast, Queensland, Australia. The current line up consists of Eamon Sandwith (vocals, bass), Josh Hardy  (guitar), and Matt Boggis (drums). Initially formed in 2016, they gained popularity after the song Smoko became a viral sensation. To date, they have released two EPs, The Chats and Get This In Ya, and two full length albums, High Risk Behaviour and GET FUCKED. 

Original guitarist Josh Price left the band December 2020 for personal reasons. Read more on Last.fm",258407,6846895
588,Beach Bunny,"Beach Bunny started off as a solo singer/songwriter project for Chicago native Lili Trifilio in 2015. Now as a four-piece, the band has garnered success after their song 'Prom Queen' went viral on TikTok in 2019.

Trifilio made her introduction as her stage name, Beach Bunny, with the release of her first EP, Animalism. The five -track acoustic EP is heavy on themes of heartbreak and love, and shows off Trifilio’s natural talent as a songwriter and a vocalist. Read more on Last.fm",1408635,39325382
589,Little Violet,"Little Violet are back. The retro-styled chanteuse and band, who stormed the vintage pop scene back in 2012, return with a string of new singles and an EP ‘Silent Movie’ released with global electro swing pioneers, the UK record label Freshly Squeezed.  

Jazzy vocals, dance beats, sophisticated lyrics and classic song writing combine to lift the quality bar high. Holding up to comparisons with the likes of Caro Emerald, Swingrowers, Swing Republic Read more on Last.fm",24615,178284
590,Omar,"There are at least six acts by the name of Omar:

1.  Omar is a UK soul artist of Chinese, African and Indo-Jamaican descent. Born Omar Lye-Fook (1969) in Canterbury England, Omar has been making albums since the early 1990s and his work is often compared to Stevie Wonder’s work of the 1970s. After the lukewarm US sales for the LP “For Pleasure,” subsequent Omar releases were only available as pricey imports. Now Omar releases his own recordings, tours the UK often, occasionally making brief tours in the US. Read more on Last.fm",197803,2472312
591,AJR,"AJR is a New York City-based indie pop band composed of brothers Adam, Jack, and Ryan Met (born Metzger). The band is a DIY pop group who write, produce, and mix their own material in the living room of their Chelsea apartment. Their music style has been described as ""eclectic"", combining elements of pop, barbershop, electronic, and dubstep music. They have opened for Demi Lovato, Hoodie Allen and the Wanted. In Summer 2014 the band went on tour with Lindsey Stirling. Read more on Last.fm",1128103,48968311
592,Blxst,"Matthew Burdette (born September 17, 1995), known professionally as Blxst (pronounced ""blast""), is an American rapper, singer, songwriter, and record producer from Los Angeles, California. Releasing his first single “Who Would’ve Thought” in 2016 and his breakout hit “Hurt” in 2019, it has since surpassed 2,000,000 streams while being independent. From self-editing his music videos and artwork to mixing and mastering his own sound, these tools are what positions Blxst to work side by side with countless west coast figures Read more on Last.fm",412214,9158718
593,Move 78,Move 78 is a dystopian jazz group based in Berlin. The group comprises: Doron Segal (keyboards); Hal Strewe (bass); Nir Sabag (drums); Aver (sampler/production). Read more on Last.fm,75583,621892
594,Remi Wolf,"Remi Francis Wolf (born February 2, 1996) is an American singer and songwriter from California. As a senior at Palo Alto High School, she appeared as a contestant on American Idol in 2014. After completing her studies at USC Thornton School of Music in 2018, she made her solo debut with the self-released extended play You're A Dog! in October 2019. Wolf subsequently released her second EP and major-label debut, I'm Allergic To Dogs!, on Island Records and Virgin EMI Records in June 2020 Read more on Last.fm",871945,30851024
595,New Constellations,"New Constellations - the ethereal brainchild of lifelong sidekicks Harlee Case and Josh Smith - encapsulates a sonic dreamscape of eager melodies, striking guitar hooks, and celestial vocals that softly tangles listeners into a web of cosmic glory. The Portland-based duo first explored collaborating when they were 14, recording a song together in Josh’s childhood bedroom, before spending the next 15 years exploring their individual approaches to Read more on Last.fm",145891,1057014
596,flipturn,"flipturn makes indie music for endless summers, sun-streaked days, and introspective nights. It's a cinematic sound rooted not only in the Florida towns where the musicians first banded together as teenagers, but also in the anthemic live show that's taken flipturn from coast to coast. In the time since their formation, flipturn has mushroomed to reaches far beyond the walls of the Fernandina Beach garage they first practiced in. Built up by Dillon Basse (lead vocals/rhythm guitar) Read more on Last.fm",500182,11863343
597,Ed Sheeran,"Edward Christopher ""Ed"" Sheeran MBE (born 17 February 1991) is a singer songwriter currently signed under Atlantic (WMG).  Ed Sheeran was born in Halifax, West Yorkshire before moving to Framlingham, Suffolk. In his time in Suffolk, he was known to have flourished as a hidden talent when it came to music. He learned guitar at a very young age, and began writing songs during his time at Thomas Mills High School in Framlingham. By the time Sheeran had left school Read more on Last.fm",3928033,235870151
598,Sasha Keable,"2010 set the bar impressively high for British music and now the new year has rolled around the level of talent seems to be on the increase. One of the hottest new acts to start attracting the spotlight is Sasha Keable.

At only 17-years-old, Sasha has been tearing up the scene for some time now and has already got a performance at 2009’s Wireless Festival and a full UK tour with chart-toppers N-Dubz and BRIT award-winning Tinie Tempah under her super stylish belt. Read more on Last.fm",101450,935506
599,Duran Duran,"Duran Duran (named after a character in Roger Vadim's sci-fi classic, Barbarella) are an electronic  pop rock band that was part of the New Wave movement of the 80s and 90s. Duran Duran have sold over 100 million records, making them one of the world's best-selling music artists. They achieved 30 top 40 singles in the UK Singles Chart (14 of them top 10) and 21 top 40 singles in the US Billboard Hot 100. The band have won numerous awards throughout their career: two Brit Awards including the 2004 award for Outstanding Contribution to Music Read more on Last.fm",2899733,66761701
